Brand,Model,Year,Country,Condition,Engine_Size,Horsepower,Torque,Weight,Top_Speed,Acceleration_0_100,Fuel_Type,Drivetrain,Transmission,Fuel_Efficiency,CO2_Emissions,Price,Mileage,Popularity,Safety_Rating,Number_of_Owners,Market_Demand,Insurance_Cost,Production_Units,Log_Price,Log_Mileage,Modification
BMW,Corvette Z06,2023,Europe,new,5.9,301,1325,1828,332,6.9,Diesel,FWD,Automatic,7.3,216,233904,114778,Low,4,3,Low,5896,100000,12.36267033,11.65076382,
BMW,DBS,2021,USA,new,4.2,1374,675,1369,178,2.8,Diesel,FWD,DCT,6.2,339,339468,11754,High,3,1,Low,8636,20000,12.73513791,9.372033961,
Chevrolet,911 Turbo S,2019,USA,new,6,1248,1353,1249,356,4.6,Diesel,FWD,Automatic,13.6,253,438980,71970,Low,4,4,High,3924,100000,12.99221141,11.18401854,Nismo
Lamborghini,Corvette Z06,2012,Europe,new,3.1,173,369,1674,298,4.3,Petrol,AWD,Automatic,11.3,407,390958,73343,High,4,2,High,3679,5000,12.87635797,11.20291598,
Ford,GT-R,1991,USA,new,8,357,1655,1048,395,6.2,Petrol,AWD,CVT,6.6,432,355553,97396,High,2,1,High,3498,200,12.78143242,11.48655069,
Ferrari,911 Turbo S,1981,Asia,new,4.4,703,715,1155,151,4,Diesel,FWD,Manual,11.3,402,391681,160992,High,4,4,High,7748,50,12.87820557,11.98911616,Nismo
Chevrolet,Mustang GT,2007,USA,new,7.6,446,258,2312,397,4.5,Petrol,AWD,Manual,12.4,299,95539,164154,High,2,3,Medium,13646,20000,11.46730029,12.00856638,
McLaren,Huracan,1989,USA,salvage,4.4,860,1109,2122,191,2.2,Electric,AWD,Manual,11,113,225469,145791,Low,3,3,High,14260,100000,12.32594239,11.88993623,
McLaren,911 Turbo S,2001,Europe,new,7.5,1488,1374,2366,201,3,Petrol,RWD,Manual,6.2,253,455087,119309,Low,4,1,Low,13222,100000,13.02824609,11.68948043,
Bugatti,Huracan,1996,Asia,salvage,3.7,730,1029,2109,187,6.2,Petrol,FWD,Manual,6.2,146,439371,189354,Low,2,4,Medium,8888,100000,12.99310171,12.15137884,
Chevrolet,488 GTB,2005,USA,new,6.5,753,131,1243,280,4.4,Petrol,AWD,Automatic,5.5,347,185562,71341,Medium,1,3,Low,9023,20000,12.13114973,11.17524049,Turbo
Bugatti,720S,1982,USA,new,7.7,596,1099,1576,302,3.2,Electric,AWD,Automatic,7.3,193,387747,19318,Low,3,4,Low,14860,1000,12.86811092,9.868844347,
Chevrolet,Chiron,1986,USA,used,5.7,426,392,1007,226,3.8,Electric,FWD,CVT,5.6,331,302782,223893,High,4,3,Low,3340,20000,12.62077166,12.318928,
BMW,DBS,2023,USA,new,5.9,674,607,1494,365,3.4,Electric,FWD,DCT,13.1,205,52665,6331,Low,3,4,High,14975,100000,10.87172537,8.753371421,Turbo
Ferrari,Chiron,1987,USA,new,2.3,618,1233,2003,339,4.8,Petrol,RWD,CVT,5.2,327,84246,18921,High,4,1,Low,1105,1000,11.34150824,9.848080545,
BMW,488 GTB,1999,USA,salvage,4.6,1149,1168,2176,372,2.3,Electric,RWD,DCT,10.8,357,320328,247892,Medium,3,1,Low,1827,5000,12.67710387,12.42075248,
Ford,911 Turbo S,1991,Asia,used,7.3,344,657,924,292,3.1,Electric,FWD,DCT,13.1,257,63514,99713,Low,3,2,Low,2510,20000,11.05903138,11.51006137,Supercharged
Aston Martin,488 GTB,2014,Asia,new,3.1,1155,1104,1182,347,3.8,Petrol,AWD,CVT,13.9,379,226411,63607,Low,2,2,High,5956,1000,12.33011163,11.06049453,V-Spec
Porsche,Chiron,1996,USA,new,6.6,790,1715,2486,254,6.6,Diesel,RWD,Automatic,9.1,344,470945,55620,Low,3,1,Low,3537,100000,13.06249872,10.92631611,V-Spec
Chevrolet,Chiron,2007,USA,salvage,5.9,783,1203,1786,159,5.1,Petrol,FWD,CVT,11.2,181,279149,191630,Low,3,2,High,5438,100000,12.53950455,12.16332693,
Ford,DBS,2020,Europe,used,3,931,1314,1837,350,4.5,Petrol,RWD,Manual,14.5,122,101815,210225,High,4,3,Medium,12692,20000,11.53092254,12.25593842,GT
Aston Martin,Corvette Z06,1989,Asia,new,3.4,1360,707,1519,391,3,Petrol,AWD,CVT,11.7,216,255114,68335,Low,3,2,Low,5436,100000,12.4494697,11.13219199,RS
Nissan,M4 Competition,2001,Asia,new,4.3,470,907,1137,382,4.8,Diesel,AWD,Automatic,14,169,338056,218835,High,3,2,High,5253,1000,12.7309698,12.29607787,V-Spec
Ferrari,488 GTB,2017,USA,used,2.4,833,1590,1837,269,6.6,Petrol,FWD,Automatic,11.8,174,280760,55769,Low,1,4,Medium,10228,100000,12.54525905,10.92899137,
Bugatti,720S,2012,Asia,new,7.4,536,1040,1215,276,4.8,Petrol,RWD,DCT,5.7,234,59229,48823,High,3,3,Low,1081,1000,10.98918345,10.79597727,
Bugatti,M4 Competition,2001,Asia,new,6.3,982,1737,1739,263,2.8,Diesel,AWD,DCT,7,324,488537,141271,Low,2,1,Medium,7893,20000,13.09917254,11.85844239,
BMW,488 GTB,2023,Europe,used,3.9,435,1153,1362,382,7,Petrol,AWD,CVT,14.4,237,267110,201634,High,1,3,Low,2168,20000,12.49541958,12.21421441,
McLaren,Mustang GT,2016,Europe,new,3.5,1003,362,1491,218,4.5,Petrol,RWD,DCT,13.4,440,244671,70649,Low,4,4,Low,1014,20000,12.40767382,11.16549339,
Aston Martin,GT-R,1992,Asia,used,6,624,1321,1739,258,3.6,Petrol,FWD,CVT,9.2,300,228756,164695,High,1,2,Medium,9293,20000,12.34041558,12.01185663,
Nissan,GT-R,2006,Asia,used,4.3,1414,917,1895,193,4.5,Diesel,RWD,DCT,6.6,339,437366,155673,High,3,3,Medium,7512,20000,12.98852794,11.95551936,
Ford,Chiron,1994,Asia,used,3.1,707,376,2305,318,3.3,Petrol,RWD,Automatic,6.6,124,52941,243560,High,4,4,High,14555,50,10.87695225,12.4031227,
Ferrari,GT-R,2001,USA,new,4.4,1517,429,2388,360,2.2,Diesel,RWD,DCT,14,316,28550,105084,Low,2,1,Low,1977,100000,10.25944724,11.56252483,
Aston Martin,Huracan,2009,Europe,new,7.2,670,635,1049,169,6.4,Diesel,RWD,Manual,6.7,379,455865,204017,Medium,1,2,Medium,4350,20000,13.02995419,12.2259635,Turbo
Nissan,720S,2022,USA,new,2,897,1358,1251,374,4.1,Electric,RWD,Automatic,8.9,111,281126,44373,Medium,4,4,High,2366,5000,12.5465618,10.70040899,
Porsche,GT-R,2019,Europe,new,4,1025,1173,1341,256,5.8,Petrol,AWD,Manual,14,298,493655,100122,Medium,1,4,Low,8542,20000,13.1095942,11.51415471,
Chevrolet,911 Turbo S,2016,Europe,new,7.8,584,1489,1294,314,6.9,Petrol,FWD,Automatic,5.3,233,152014,139538,High,4,4,Low,1819,20000,11.93173448,11.84609941,Turbo
Bugatti,Huracan,2013,Europe,new,1.7,1297,1208,2288,372,5.2,Electric,FWD,CVT,11.3,414,57297,200228,Medium,2,1,Medium,4697,20000,10.956021,12.20721699,
Ford,M4 Competition,2023,Asia,new,7.3,1345,755,905,316,5.5,Electric,AWD,Automatic,8.5,182,315340,187612,High,1,1,Medium,3635,200,12.66140987,12.14213661,RS
Bugatti,Huracan,2013,Europe,new,4,1506,916,1433,354,6.7,Petrol,FWD,DCT,6.1,427,425059,9127,Low,3,4,Medium,2115,100000,12.95998561,9.119101892,
Ford,488 GTB,2014,USA,new,2.8,428,1296,1119,268,4.6,Petrol,FWD,Manual,10.7,135,35659,146238,Low,4,3,Low,3271,100000,10.48178489,11.89299755,
BMW,Chiron,2021,Europe,used,1.7,556,159,1770,379,3.6,Electric,RWD,Automatic,9.8,416,480696,162598,High,1,1,Medium,2631,50,13.08299241,11.99904233,Nismo
McLaren,DBS,1998,USA,used,2.1,845,1169,911,258,6.6,Petrol,FWD,CVT,6,330,218963,208630,Low,4,3,Medium,3021,20000,12.29666261,12.24832242,
Ford,DBS,1987,Europe,new,2.7,886,1416,1694,347,2.3,Petrol,RWD,Manual,7.7,199,459953,101503,High,3,3,High,6957,20000,13.03888176,11.52785349,Supercharged
Bugatti,Mustang GT,2018,Europe,used,1.8,160,1302,2308,388,3.1,Petrol,FWD,Automatic,12.4,298,340902,117354,High,4,4,Medium,10966,1000,12.73935326,11.67295881,
BMW,720S,2012,Asia,used,3.7,461,700,1603,157,3.7,Electric,AWD,CVT,12.6,292,237365,172939,Low,2,4,High,8411,20000,12.37735853,12.06069999,RS
Ford,488 GTB,2023,USA,new,1.9,181,120,1357,192,5.9,Electric,FWD,Automatic,11,269,314659,224171,Medium,4,2,Medium,10995,20000,12.65924797,12.32016889,
Porsche,DBS,2007,Europe,new,6,372,198,1124,287,6.5,Diesel,AWD,Automatic,6.1,241,187068,119631,Medium,4,1,Medium,13024,1000,12.13923281,11.69217564,
McLaren,Chiron,2016,Europe,used,6.8,904,1371,1235,190,4.3,Diesel,RWD,Manual,13.5,347,339191,111023,High,2,1,High,5085,1000,12.7343216,11.61750167,
Ford,M4 Competition,2004,USA,new,7.3,815,1470,1066,281,3.4,Petrol,RWD,Automatic,6.7,420,178069,44766,Medium,4,1,Low,3212,20000,12.08993201,10.70922654,
BMW,DBS,2015,Europe,new,5.1,702,1701,2239,355,3.8,Petrol,RWD,Manual,12.2,111,483015,206670,Medium,4,4,Low,5905,20000,13.08780506,12.23888344,
Aston Martin,911 Turbo S,1996,Asia,salvage,7.7,1001,739,2039,281,5.3,Diesel,RWD,Manual,5.4,310,123859,129696,Low,4,1,Low,10395,100000,11.72690717,11.77295624,Track Edition
Lamborghini,Huracan,2003,USA,new,1.6,829,620,1397,173,2.8,Diesel,AWD,DCT,8.3,369,141201,35278,Low,1,4,High,9228,100000,11.85794677,10.47104317,
Nissan,DBS,2000,Asia,used,2.5,648,1618,1047,388,4.7,Diesel,FWD,Manual,9.8,422,489819,132895,Low,2,1,Medium,12797,1000,13.10179326,11.79732215,
Lamborghini,488 GTB,1981,USA,new,3.5,1342,1498,935,170,4.9,Petrol,RWD,Automatic,5.3,214,461317,63381,Low,3,3,High,9056,100000,13.04184289,11.05693519,
Lamborghini,GT-R,2010,USA,new,6.6,724,1267,2330,287,5.5,Petrol,RWD,Automatic,6.7,422,31432,152817,Low,3,4,Low,14124,20000,10.35561358,11.93700295,
Ferrari,GT-R,2023,USA,new,7.3,1504,1097,2308,195,5,Diesel,RWD,Automatic,8.2,369,56811,56439,High,3,2,High,5270,20000,10.94750285,10.94093341,
Porsche,M4 Competition,2012,Europe,used,5.6,412,1567,1889,366,2.5,Electric,AWD,Automatic,14.8,400,313448,56325,Medium,1,2,High,2830,1000,12.65539195,10.93891152,Sport
Aston Martin,GT-R,2009,USA,new,4.1,1310,1395,2334,347,5.4,Diesel,AWD,Manual,12.8,236,167214,30621,Low,4,1,Low,4591,100000,12.02703569,10.32947398,
Chevrolet,M4 Competition,1991,USA,new,5.9,728,1657,1207,357,2.1,Electric,AWD,DCT,13.4,256,93215,68456,Low,4,3,Medium,6193,100000,11.44267466,11.13396109,
Ford,488 GTB,2023,USA,salvage,2.8,277,1650,1541,270,4,Electric,FWD,Manual,11.7,160,337818,46713,High,3,3,Medium,7363,1000,12.73026553,10.75179918,
Nissan,720S,1991,Asia,new,4.5,199,605,1139,193,4.1,Petrol,FWD,Automatic,7.9,388,439916,156304,Low,3,1,Low,912,20000,12.99434135,11.95956451,
McLaren,GT-R,2003,USA,new,4.8,363,597,1816,369,2.6,Electric,RWD,Manual,12.1,427,151640,207351,Medium,2,2,Medium,854,5000,11.92927116,12.24217311,
Aston Martin,Mustang GT,2003,Europe,new,2.3,808,1726,1804,249,2,Electric,AWD,DCT,11.7,267,142717,234987,Medium,1,1,Low,2696,1000,11.86862593,12.36728973,
Bugatti,Chiron,1990,USA,used,1.8,765,452,2290,182,2.4,Diesel,FWD,CVT,11.1,122,140930,187137,High,4,3,Medium,8860,200,11.85602569,12.13960159,
Chevrolet,Huracan,1992,USA,new,6.4,596,1752,1755,243,4.2,Diesel,FWD,DCT,8,158,284354,92751,High,2,1,Low,7058,1000,12.55797874,11.43768454,
Ferrari,GT-R,2006,Asia,new,5,686,1375,1203,185,3.2,Electric,AWD,DCT,7.6,411,257401,28470,Low,3,1,High,4742,100000,12.45839434,10.2566413,
Ferrari,M4 Competition,1987,Europe,new,3.7,1023,1685,1516,302,2.3,Diesel,FWD,CVT,8.4,270,402226,143470,Low,3,1,High,10207,20000,12.90477188,11.8738882,Nismo
Aston Martin,488 GTB,1989,Europe,new,4.4,965,149,2090,162,3.3,Diesel,AWD,DCT,8.1,183,211380,109306,Low,2,3,High,13081,100000,12.26141747,11.60191572,
BMW,GT-R,1987,Europe,used,7.7,1440,846,1453,316,4.6,Diesel,AWD,DCT,5.8,347,387572,181515,Low,4,2,Low,5523,100000,12.8676595,12.10909908,GT
Lamborghini,DBS,1999,USA,used,4.1,747,292,1665,356,5.7,Diesel,AWD,Manual,13,413,477100,129006,High,4,4,High,5623,1000,13.07548349,11.76762195,Turbo
Bugatti,GT-R,1987,USA,new,2.3,1447,911,2224,315,4.1,Electric,RWD,DCT,8.7,233,244020,232300,High,2,1,High,14913,20000,12.40500957,12.35578922,
Ferrari,M4 Competition,1988,Europe,new,4.6,263,587,1797,307,5.1,Electric,FWD,DCT,12.1,387,380791,204171,High,4,4,Medium,13364,200,12.85000857,12.22671805,Turbo
Nissan,911 Turbo S,1986,Europe,new,5.7,137,1619,1871,163,5,Electric,RWD,Automatic,7.8,292,297529,69170,Low,2,4,High,8795,1000,12.60327034,11.14433698,
Ferrari,911 Turbo S,1993,Asia,used,1.7,157,842,2128,199,6.5,Electric,AWD,DCT,11,287,178699,139311,High,3,2,Low,11334,1000,12.0934637,11.8444713,RS
McLaren,GT-R,2007,Europe,new,3.7,912,1460,1094,217,2.9,Electric,FWD,Manual,5.3,251,326231,188070,Low,4,2,Low,1571,100000,12.69536406,12.14457483,Supercharged
Ford,Huracan,1981,USA,new,4.1,1463,516,2094,150,4.4,Petrol,FWD,CVT,6.1,256,32830,27344,High,2,3,High,7536,5000,10.39912847,10.21628898,
Ferrari,488 GTB,2022,USA,salvage,4.6,670,244,2325,338,5.2,Diesel,RWD,Automatic,8.6,107,393789,83433,Low,4,4,Medium,11003,100000,12.88357305,11.33181118,
McLaren,Mustang GT,1987,USA,new,3.5,756,1223,1962,152,4.6,Petrol,RWD,Manual,7.7,368,219191,70760,High,1,4,High,13499,200,12.29770334,11.16706328,
Aston Martin,Mustang GT,1992,Asia,salvage,5.9,1187,815,1545,386,4.3,Electric,FWD,Automatic,8.5,162,206975,16453,High,4,1,Low,6820,1000,12.24035812,9.708323888,V-Spec
Aston Martin,GT-R,2000,Europe,new,7.6,136,646,1151,327,6.9,Diesel,RWD,DCT,14.3,124,47805,208502,High,1,1,High,14521,20000,10.77490643,12.24770871,
Chevrolet,GT-R,2007,USA,new,7.4,169,1666,2206,338,6.7,Electric,RWD,Manual,5.7,256,105112,203112,Low,2,2,Medium,11350,100000,11.56279124,12.22151775,
Ferrari,911 Turbo S,2014,Asia,new,5.9,1483,1539,1106,313,5.1,Petrol,AWD,Automatic,9.6,286,118457,168793,High,1,2,High,13096,20000,11.68231375,12.03643432,GT
Nissan,M4 Competition,2002,Asia,new,4.8,1038,1232,1399,281,4.2,Electric,FWD,Manual,7,416,489861,192512,High,1,2,Low,11634,200,13.101879,12.16791896,
Ferrari,Huracan,1994,USA,new,6.9,191,1146,2066,320,5.8,Diesel,AWD,Automatic,8.6,187,436849,192399,Low,1,3,Low,2663,5000,12.98734517,12.16733182,
Nissan,GT-R,1981,Asia,new,6.9,1239,655,918,163,4.6,Electric,AWD,DCT,11.8,224,80776,232237,Low,2,4,Medium,11311,100000,11.29944755,12.35551799,RS
Porsche,Mustang GT,1991,Asia,salvage,6.9,1269,720,2499,238,7,Electric,FWD,CVT,14.7,342,314197,153150,High,4,3,Medium,5041,200,12.65777864,11.93917964,Sport
Chevrolet,488 GTB,2015,USA,new,2.6,1450,1664,1718,252,5.4,Diesel,FWD,CVT,11.9,125,227728,168935,High,1,4,Medium,1982,1000,12.3359116,12.03727522,
Porsche,720S,1982,Asia,used,1.8,508,1107,1586,274,2.3,Petrol,AWD,Manual,13.8,183,193947,228410,High,1,2,Low,3968,200,12.17534536,12.33890192,
Ferrari,DBS,1984,USA,used,7.9,451,1701,919,216,4,Petrol,FWD,CVT,6.5,295,420660,135982,Low,3,3,High,12620,100000,12.94958256,11.82028516,Supercharged
Chevrolet,GT-R,1982,USA,used,7.7,862,725,1347,156,5.7,Diesel,AWD,Manual,6.8,377,423862,97039,Low,2,3,Medium,2342,100000,12.95716557,11.48287854,
Porsche,M4 Competition,1998,Asia,used,5.2,1510,1214,2149,157,6.2,Diesel,AWD,Manual,13.8,234,499357,103469,High,3,4,Medium,5008,5000,13.12107855,11.54703699,
Lamborghini,GT-R,1981,USA,new,8,968,819,2024,193,6.1,Petrol,RWD,DCT,11.1,417,222011,86095,Medium,3,4,High,14343,5000,12.31048671,11.36321823,Track Edition
Ferrari,M4 Competition,2023,USA,new,6.5,548,258,1638,341,6.9,Diesel,AWD,DCT,12.9,217,273563,100774,Low,2,3,High,5910,100000,12.51929088,11.52064559,V-Spec
Porsche,Huracan,2016,Europe,new,4.9,1489,129,1193,284,4.4,Petrol,FWD,Automatic,7.2,365,30832,86492,Medium,4,1,Medium,9805,1000,10.33634082,11.36781876,Sport
Lamborghini,720S,1996,USA,new,4.1,149,1658,2473,397,2.7,Electric,AWD,Manual,8.5,386,339254,67121,Low,4,4,High,870,100000,12.73450732,11.11426714,Turbo
Lamborghini,Chiron,1993,Europe,new,5.4,541,1674,964,197,5.3,Petrol,AWD,Automatic,5.8,125,96218,154928,High,4,4,Medium,14407,200,11.47438212,11.95072223,
Aston Martin,488 GTB,2007,Europe,new,4.9,678,249,1398,211,2.4,Diesel,FWD,Automatic,14,282,23252,1433,Medium,4,3,Medium,9946,1000,10.05418943,7.268223021,Nismo
Ferrari,488 GTB,2006,Europe,salvage,8,1412,520,975,174,6.9,Electric,FWD,DCT,14.6,338,419156,83933,Medium,1,2,Medium,10078,20000,12.94600083,11.33778605,Turbo
Lamborghini,M4 Competition,1989,Europe,salvage,4.7,734,1364,1800,358,5.8,Diesel,RWD,Manual,13.6,208,261825,239008,High,3,1,High,10268,200,12.47543544,12.38425649,RS
Aston Martin,911 Turbo S,1982,Asia,new,6.9,486,761,1534,367,6.9,Petrol,FWD,DCT,9.4,189,318459,139626,High,1,2,Medium,7394,200,12.67125216,11.84672986,
Porsche,M4 Competition,2015,Asia,new,6.8,330,556,2048,267,3.9,Electric,AWD,Manual,8.4,380,105827,1299,Low,1,3,High,13983,1000,11.56957041,7.170119543,
McLaren,911 Turbo S,2017,USA,new,2.1,1441,1543,926,345,2.1,Petrol,FWD,CVT,9.6,219,390024,181476,Low,1,2,Low,13087,20000,12.87396612,12.1088842,
Ferrari,Corvette Z06,2004,USA,new,2.2,1201,1256,2199,341,4.6,Electric,FWD,CVT,11.4,279,425633,236918,Low,4,2,High,11897,100000,12.9613351,12.37547359,
Chevrolet,Mustang GT,2001,USA,new,5.8,894,1595,2495,262,2.6,Diesel,RWD,Automatic,9.3,117,309048,188748,Medium,2,3,High,8370,20000,12.64125512,12.14817337,Sport
Nissan,488 GTB,2018,Asia,salvage,3.3,360,1698,1579,295,5.4,Petrol,AWD,DCT,9.2,251,308599,225863,Low,3,4,Low,2411,20000,12.63980122,12.32768833,
Nissan,Huracan,2009,Europe,new,5.8,1248,1361,982,271,4.5,Electric,RWD,DCT,9.3,207,59774,186847,Medium,3,2,Low,2149,20000,10.99834279,12.13805073,
Porsche,M4 Competition,2000,Asia,new,2.5,432,177,1385,153,5.8,Electric,RWD,Manual,12.4,242,371868,19921,High,2,3,Medium,11342,20000,12.82629692,9.899579928,
BMW,Huracan,2009,Asia,new,4.1,1371,1256,2386,294,3.5,Electric,AWD,Automatic,12.9,363,480227,44012,Low,1,3,Low,12060,20000,13.08201627,10.69224032,
BMW,720S,2007,USA,salvage,2.3,516,819,905,196,6.1,Petrol,FWD,DCT,13.7,142,199883,172712,High,1,3,High,6110,50,12.20549248,12.05938654,
Porsche,Huracan,2010,USA,salvage,3.4,844,1265,1868,267,5.3,Diesel,AWD,Automatic,7.4,316,384449,202109,High,1,2,Medium,5597,5000,12.85956902,12.21656738,V-Spec
Lamborghini,GT-R,2005,USA,used,2.2,1054,527,1267,358,6.9,Diesel,RWD,DCT,6.6,123,488101,198922,High,4,4,Medium,10451,20000,13.09827968,12.20067309,
Ferrari,Mustang GT,2022,Europe,new,7.8,1244,1603,1370,194,2.9,Electric,RWD,CVT,8.5,349,155006,206390,High,2,2,Low,7134,20000,11.95122556,12.23752771,V-Spec
Nissan,GT-R,2001,Europe,new,4.1,187,1228,2372,238,2.3,Diesel,AWD,DCT,9.2,201,429126,77029,Medium,3,2,Low,8842,20000,12.96950819,11.25195024,
Nissan,DBS,2000,Asia,new,7.4,563,519,1588,335,6.3,Petrol,RWD,DCT,12,420,303518,74730,High,4,1,Low,8729,20000,12.62319949,11.22165028,Track Edition
Lamborghini,M4 Competition,1980,Europe,new,7.8,651,475,1269,152,3.7,Diesel,FWD,CVT,12.6,125,188625,45614,High,4,2,Medium,9746,5000,12.1475215,10.72799189,RS
Nissan,488 GTB,2016,USA,used,7.4,897,218,2263,289,4.2,Diesel,FWD,Automatic,14.8,429,350200,23422,High,3,3,Medium,13187,200,12.76626255,10.06147372,
Chevrolet,M4 Competition,1992,Europe,new,4.5,958,1664,1177,368,6.6,Petrol,AWD,Automatic,8.8,253,56868,36941,High,2,3,Low,4206,50,10.94850566,10.51710439,
Ferrari,Mustang GT,2000,Europe,new,6.6,612,637,1239,294,4.2,Petrol,AWD,Automatic,9,421,109653,158567,Low,3,1,Medium,1398,20000,11.60508523,11.9739388,
Ford,Chiron,1988,Europe,used,2.6,496,227,1714,267,3.5,Diesel,FWD,CVT,10.4,369,62805,246577,High,3,1,Medium,3651,5000,11.04780589,12.41543365,
Nissan,Chiron,1996,Europe,new,2.2,1018,271,1513,171,2.3,Diesel,AWD,CVT,13.2,228,299305,83828,High,2,1,Medium,1382,1000,12.60922174,11.33653429,GT
Porsche,DBS,2000,USA,used,7.2,1484,1025,2003,188,4.2,Diesel,FWD,CVT,11.6,193,77564,65896,Medium,3,1,Medium,9347,1000,11.25887157,11.0958482,
Chevrolet,Mustang GT,2010,USA,new,1.8,1388,969,1692,188,5.3,Electric,FWD,Automatic,10.7,136,194922,46870,Medium,1,2,Medium,6199,20000,12.18035989,10.75515443,
Nissan,Corvette Z06,2018,Asia,new,7.8,1012,868,1502,399,3.3,Petrol,FWD,Automatic,11.5,373,424208,90172,High,1,2,High,10808,200,12.95798154,11.40948533,
Chevrolet,Corvette Z06,2001,Asia,new,5.9,540,146,966,256,5.6,Electric,FWD,Automatic,9.6,257,226429,184326,High,2,3,Medium,3753,200,12.33019113,12.12446663,
Aston Martin,Corvette Z06,1991,Asia,salvage,4.3,312,238,1114,389,4.4,Electric,AWD,Automatic,12.6,254,147850,148750,Low,4,2,Low,9935,1000,11.90396029,11.91002905,
Ford,488 GTB,1985,Europe,new,2.5,1440,842,1315,249,6.3,Electric,FWD,Manual,5.8,287,214628,60238,Low,4,1,Medium,11594,100000,12.27666624,11.00607526,Turbo
Bugatti,488 GTB,1995,Europe,new,6.2,1276,219,2068,165,2.8,Electric,FWD,CVT,10.1,212,381989,53768,Low,4,4,Medium,5405,20000,12.85314971,10.89245237,
Porsche,Corvette Z06,2005,USA,new,5.2,287,122,1451,378,5.8,Diesel,RWD,CVT,13.1,129,312557,229588,Low,1,1,Low,12979,20000,12.65254533,12.34404603,Supercharged
Porsche,Chiron,1984,Asia,used,6.2,1476,925,2209,328,6.7,Petrol,RWD,CVT,8,344,255023,140452,High,4,1,High,2673,5000,12.44911294,11.85262819,
Ferrari,Mustang GT,1988,USA,used,4.3,142,1472,1470,267,5.7,Diesel,RWD,Automatic,13.4,199,322651,106726,High,1,4,Low,10246,5000,12.68432962,11.57802945,
Chevrolet,Huracan,2019,Asia,new,2,695,1672,1439,178,4,Petrol,RWD,Automatic,12.8,120,360109,170810,High,1,4,Low,7244,1000,12.79416482,12.04831296,
Lamborghini,Mustang GT,1993,Asia,new,3.6,1001,1249,1970,355,3.2,Electric,AWD,Manual,10.8,117,262464,156315,Low,3,1,Low,1094,100000,12.47787302,11.95963488,
Porsche,Corvette Z06,2023,Asia,salvage,3.6,684,1373,2160,220,2.5,Petrol,RWD,Manual,7.5,261,489495,92523,Low,3,2,Medium,5937,1000,13.10113157,11.43522335,
Chevrolet,Mustang GT,2021,Europe,used,1.7,807,423,1016,318,5.2,Petrol,RWD,Automatic,13.6,258,312196,243589,Medium,4,3,Medium,13046,20000,12.65138968,12.40324176,
Chevrolet,720S,2009,Asia,used,1.7,992,296,1050,334,2.7,Petrol,RWD,Automatic,5.3,109,373220,43022,Medium,4,4,Medium,12539,1000,12.82992602,10.66949014,
McLaren,488 GTB,2005,Asia,new,3.7,747,203,2006,305,6.2,Petrol,AWD,Automatic,10.9,349,452039,216181,Medium,1,3,Low,7373,20000,13.02152595,12.28387592,
McLaren,488 GTB,2024,Europe,new,6.3,333,382,1980,226,6.8,Diesel,FWD,CVT,12.8,103,460359,69719,Medium,4,2,Medium,10130,5000,13.03976407,11.1522425,
Bugatti,Chiron,2008,Asia,used,5.6,1086,1339,1883,357,2.7,Electric,RWD,Manual,9.9,114,146554,185859,Low,4,1,High,10502,100000,11.89515606,12.13274898,
Aston Martin,Huracan,1998,Europe,used,3.1,431,1392,2308,298,3.9,Diesel,FWD,CVT,6,152,420066,49902,Low,1,2,Medium,14442,100000,12.9481695,10.8178364,
Bugatti,Corvette Z06,1987,Europe,restored,5.5,1196,1525,2143,281,6.7,Electric,RWD,DCT,13.3,286,166633,15473,Low,2,2,Medium,9412,100000,12.02355507,9.646916475,Track Edition
Nissan,M4 Competition,2002,USA,new,5.7,924,577,2208,380,4.4,Diesel,AWD,DCT,14.1,154,424527,35042,High,4,3,Low,13108,1000,12.95873324,10.46433116,
Lamborghini,Chiron,2021,Europe,used,4.9,726,528,1903,275,4.7,Diesel,AWD,DCT,10.6,332,429546,77454,High,1,2,High,1320,200,12.97048644,11.2574524,V-Spec
Nissan,Chiron,2014,Europe,used,4.9,858,1224,1333,248,5.7,Diesel,AWD,DCT,12.9,255,307713,181491,Low,4,4,High,10496,100000,12.63692606,12.10896685,Nismo
BMW,Huracan,2010,Europe,salvage,4,635,1555,1219,265,3.1,Petrol,FWD,CVT,11.1,238,449504,82340,Low,4,1,High,10286,5000,13.01590226,11.31862444,
Nissan,GT-R,2014,Asia,new,2.4,768,325,1141,164,6.9,Petrol,AWD,DCT,10.7,261,210973,77825,Low,2,4,Medium,11948,100000,12.25949018,11.26223084,
Ferrari,Corvette Z06,2011,USA,used,4.1,320,939,1364,398,5.9,Petrol,FWD,Automatic,6.3,349,35625,165223,Medium,1,2,High,12702,5000,10.48083099,12.01505741,Supercharged
Nissan,M4 Competition,1984,Asia,used,3.8,1028,1134,1102,330,2.8,Petrol,AWD,DCT,9.4,224,108308,193147,High,3,3,Low,511,20000,11.59274353,12.17121201,Turbo
Bugatti,488 GTB,1995,Europe,used,5.4,189,921,1448,239,2.6,Diesel,RWD,Automatic,11.8,215,306981,127899,High,2,3,High,12499,20000,12.63454439,11.75900399,Turbo
Porsche,Huracan,1996,Europe,used,7.1,191,1014,1657,323,6.7,Diesel,RWD,CVT,9.5,449,211805,143172,High,4,4,Medium,6731,20000,12.26342604,11.87180897,
